,Variable,Year,Region,Subregion,Value
127658,Profit at full equity including capital appreciation ($),2019,QL,QLD West and South West,327910.0
127659,Rams at 30 June (no.),2019,QL,QLD West and South West,11.0
127660,Rate of return ex. capital appreciation (%),2019,QL,QLD West and South West,-0.5
127661,Rate of return inc. capital appreciation (%),2019,QL,QLD West and South West,2.7
127662,Repairs and maintenance ($),2019,QL,QLD West and South West,108240.0
127663,Rice area sown (ha),2019,QL,QLD West and South West,0.0
127664,Sample Contributing,2019,QL,QLD West and South West,35.0
127665,Seed ($),2019,QL,QLD West and South West,920.0
127666,Shearing crutching ($),2019,QL,QLD West and South West,6900.0
127667,Sheep and lambs shorn (no.),2019,QL,QLD West and South West,777.0
127668,Sheep flock at 30 June (no.),2019,QL,QLD West and South West,853.0
127669,Sheep purchased ($),2019,QL,QLD West and South West,9040.0
127670,Sheep purchased (no.),2019,QL,QLD West and South West,80.0
127671,Sheep receipts ($),2019,QL,QLD West and South West,8000.0
127672,Sheep sold (no.),2019,QL,QLD West and South West,97.0
127673,Shire and PPB rates ($),2019,QL,QLD West and South West,20390.0
127674,Sorghum area sown (ha),2019,QL,QLD West and South West,0.0
127675,Sorghum produced (t),2019,QL,QLD West and South West,0.0
127676,Sorghum receipts ($),2019,QL,QLD West and South West,0.0
127677,Steers and other beef cattle at 30 June (no.),2019,QL,QLD West and South West,968.0
127678,Stores and rations ($),2019,QL,QLD West and South West,7410.0
127679,Telephone ($),2019,QL,QLD West and South West,3820.0
127680,Total area cropped (ha),2019,QL,QLD West and South West,10.0
127681,Total area irrigated (ha),2019,QL,QLD West and South West,
127682,Total cash costs ($),2019,QL,QLD West and South West,1111770.0
127683,Total cash receipts ($),2019,QL,QLD West and South West,1092950.0
127684,Total closing capital ($),2019,QL,QLD West and South West,12233100.0
127685,Total crop gross receipts ($),2019,QL,QLD West and South West,10050.0
127686,Total family income ($),2019,QL,QLD West and South West,-6720.0
127687,Total freight ($),2019,QL,QLD West and South West,88010.0
127688,Total labor used (weeks),2019,QL,QLD West and South West,157.0
127689,Total non farm income ($),2019,QL,QLD West and South West,61630.0
127690,Total off farm wages ($),2019,QL,QLD West and South West,35650.0
127691,Total wool sold (kg),2019,QL,QLD West and South West,3420.0
127692,Value of land and fixed improvements ($),2019,QL,QLD West and South West,8407380.0
127693,Vet fees ($),2019,QL,QLD West and South West,1020.0
127694,Wages for hired labor ($),2019,QL,QLD West and South West,93500.0
127695,Water charges ($),2019,QL,QLD West and South West,0.0
127696,Wethers at 30 June (no.),2019,QL,QLD West and South West,145.0
127697,Wheat area sown (ha),2019,QL,QLD West and South West,0.0
127698,Wheat produced (t),2019,QL,QLD West and South West,0.0
127699,Wheat receipts ($),2019,QL,QLD West and South West,0.0
127700,Wheat sold (t),2019,QL,QLD West and South West,0.0
127701,Wool cut per head (kg),2019,QL,QLD West and South West,4.4
127702,Wool produced (kg),2019,QL,QLD West and South West,3450.0
127703,Wool receipts ($),2019,QL,QLD West and South West,50020.0
127704,AI stud fees and herd testing ($),2019,QL,QLD Western Downs and Central Highlands,370.0
127705,Accounting services ($),2019,QL,QLD Western Downs and Central Highlands,6700.0
127706,Advisory services ($),2019,QL,QLD Western Downs and Central Highlands,1350.0
127707,Age of owner manager (yrs),2019,QL,QLD Western Downs and Central Highlands,65.0
127708,Age of spouse (yrs),2019,QL,QLD Western Downs and Central Highlands,58.0
127709,Agistment ($),2019,QL,QLD Western Downs and Central Highlands,17130.0
127710,Area operated at 30 June (ha),2019,QL,QLD Western Downs and Central Highlands,7520.0
127711,Barley area sown (ha),2019,QL,QLD Western Downs and Central Highlands,8.0
127712,Barley produced (t),2019,QL,QLD Western Downs and Central Highlands,4.0
127713,Barley receipts ($),2019,QL,QLD Western Downs and Central Highlands,2030.0
127714,Beef bulls at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,19.0
127715,Beef calves at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,244.0
127716,Beef cattle purchased ($),2019,QL,QLD Western Downs and Central Highlands,44340.0
127717,Beef cattle purchased (no.),2019,QL,QLD Western Downs and Central Highlands,41.0
127718,Beef cattle receipts ($),2019,QL,QLD Western Downs and Central Highlands,482090.0
127719,Beef cattle sold (no.),2019,QL,QLD Western Downs and Central Highlands,374.0
127720,Beef cattle transferred off farm (no.),2019,QL,QLD Western Downs and Central Highlands,35.0
127721,Beef cattle transferred onto farm (no.),2019,QL,QLD Western Downs and Central Highlands,17.0
127722,Beef cows at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,377.0
127723,Beef heifers at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,68.0
127724,Beef herd at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,981.0
127725,Branding rate (%),2019,QL,QLD Western Downs and Central Highlands,78.7
127726,Buildup in trading stocks ($),2019,QL,QLD Western Downs and Central Highlands,-83850.0
127727,Canola area sown (ha),2019,QL,QLD Western Downs and Central Highlands,0.0
127728,Canola produced (t),2019,QL,QLD Western Downs and Central Highlands,0.0
127729,Canola receipts ($),2019,QL,QLD Western Downs and Central Highlands,0.0
127730,Capital appreciation ($),2019,QL,QLD Western Downs and Central Highlands,415590.0
127731,Capital at 1 July ($),2019,QL,QLD Western Downs and Central Highlands,9215350.0
127732,Change in farm debt ($),2019,QL,QLD Western Downs and Central Highlands,129510.0
127733,Contracts - cropping ($),2019,QL,QLD Western Downs and Central Highlands,15920.0
127734,Contracts - livestock ($),2019,QL,QLD Western Downs and Central Highlands,6080.0
127735,Cotton receipts ($),2019,QL,QLD Western Downs and Central Highlands,930.0
127736,Crop and pasture chemicals ($),2019,QL,QLD Western Downs and Central Highlands,27730.0
127737,Dairy cattle at June 30 (no.),2019,QL,QLD Western Downs and Central Highlands,0.0
127738,Depreciation ($),2019,QL,QLD Western Downs and Central Highlands,72010.0
127739,Electricity ($),2019,QL,QLD Western Downs and Central Highlands,5010.0
127740,Equity ratio at 30 June (%),2019,QL,QLD Western Downs and Central Highlands,86.0
127741,Ewes at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,123.0
127742,Family share of farm income ($),2019,QL,QLD Western Downs and Central Highlands,32820.0
127743,Farm business debt at 30 June ($),2019,QL,QLD Western Downs and Central Highlands,1246170.0
127744,Farm business equity June 30 ($),2019,QL,QLD Western Downs and Central Highlands,7869370.0
127745,Farm business profit ($),2019,QL,QLD Western Downs and Central Highlands,-46170.0
127746,Farm cash income ($),2019,QL,QLD Western Downs and Central Highlands,200710.0
127747,Farm liquid assets at 30 June ($),2019,QL,QLD Western Downs and Central Highlands,201800.0
127748,Fertiliser ($),2019,QL,QLD Western Downs and Central Highlands,9830.0
127749,Field peas area sown (ha),2019,QL,QLD Western Downs and Central Highlands,0.0
127750,Field peas produced (t),2019,QL,QLD Western Downs and Central Highlands,0.0
127751,Field peas receipts ($),2019,QL,QLD Western Downs and Central Highlands,0.0
127752,Fodder ($),2019,QL,QLD Western Downs and Central Highlands,50400.0
127753,Fuel oil and grease ($),2019,QL,QLD Western Downs and Central Highlands,33930.0
127754,Grain legumes area sown (ha),2019,QL,QLD Western Downs and Central Highlands,51.0
127755,Grain legumes produced (t),2019,QL,QLD Western Downs and Central Highlands,42.0
127756,Grain legumes receipts ($),2019,QL,QLD Western Downs and Central Highlands,32700.0
127757,Handling and marketing ($),2019,QL,QLD Western Downs and Central Highlands,11520.0
127758,Hours worked on farm - total (hrsperwk),2019,QL,QLD Western Downs and Central Highlands,108.0
127759,Hours worked on farm by owner manager (hrsperwk),2019,QL,QLD Western Downs and Central Highlands,42.0
127760,Hours worked on farm by spouse (hrsperwk),2019,QL,QLD Western Downs and Central Highlands,21.0
127761,Imputed labor cost ($),2019,QL,QLD Western Downs and Central Highlands,91020.0
127762,Insurance ($),2019,QL,QLD Western Downs and Central Highlands,13860.0
127763,Interest paid ($),2019,QL,QLD Western Downs and Central Highlands,53070.0
127764,Lambs at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,38.0
127765,Land rent ($),2019,QL,QLD Western Downs and Central Highlands,4590.0
127766,Leasing charges ($),2019,QL,QLD Western Downs and Central Highlands,5490.0
127767,Livestock materials ($),2019,QL,QLD Western Downs and Central Highlands,11030.0
127768,Livestock transfers - inwards ($),2019,QL,QLD Western Downs and Central Highlands,13010.0
127769,Livestock transfers - outward ($),2019,QL,QLD Western Downs and Central Highlands,35610.0
127770,Lupins area sown (ha),2019,QL,QLD Western Downs and Central Highlands,0.0
127771,Lupins produced (t),2019,QL,QLD Western Downs and Central Highlands,0.0
127772,Lupins receipts ($),2019,QL,QLD Western Downs and Central Highlands,0.0
127773,Net capital additions ($),2019,QL,QLD Western Downs and Central Highlands,237330.0
127774,Oats area sown (ha),2019,QL,QLD Western Downs and Central Highlands,26.0
127775,Oats produced (t),2019,QL,QLD Western Downs and Central Highlands,0.0
127776,Oats receipts ($),2019,QL,QLD Western Downs and Central Highlands,20.0
127777,Off farm contracts ($),2019,QL,QLD Western Downs and Central Highlands,11520.0
127778,Off farm sharefarming ($),2019,QL,QLD Western Downs and Central Highlands,1710.0
127779,Off-farm work for owner manager (hrsperwk),2019,QL,QLD Western Downs and Central Highlands,1.0
127780,Off-farm work for spouse (hrsperwk),2019,QL,QLD Western Downs and Central Highlands,9.0
127781,Oilseeds area sown (ha),2019,QL,QLD Western Downs and Central Highlands,0.0
127782,Oilseeds produced (t),2019,QL,QLD Western Downs and Central Highlands,0.0
127783,Oilseeds receipts ($),2019,QL,QLD Western Downs and Central Highlands,0.0
127784,Other administration expenses ($),2019,QL,QLD Western Downs and Central Highlands,7680.0
127785,Other farm income ($),2019,QL,QLD Western Downs and Central Highlands,30530.0
127786,Other livestock purchased ($),2019,QL,QLD Western Downs and Central Highlands,670.0
127787,Other livestock receipts ($),2019,QL,QLD Western Downs and Central Highlands,4880.0
127788,Other materials ($),2019,QL,QLD Western Downs and Central Highlands,4160.0
127789,Other services ($),2019,QL,QLD Western Downs and Central Highlands,20470.0
127790,Payments to sharefarmers ($),2019,QL,QLD Western Downs and Central Highlands,0.0
127791,Population,2019,QL,QLD Western Downs and Central Highlands,3302.0
127792,Produce purchased for resale ($),2019,QL,QLD Western Downs and Central Highlands,230.0
127793,Profit at full equity ($),2019,QL,QLD Western Downs and Central Highlands,14930.0
127794,Profit at full equity including capital appreciation ($),2019,QL,QLD Western Downs and Central Highlands,430520.0
127795,Rams at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,3.0
127796,Rate of return ex. capital appreciation (%),2019,QL,QLD Western Downs and Central Highlands,0.2
127797,Rate of return inc. capital appreciation (%),2019,QL,QLD Western Downs and Central Highlands,4.4
127798,Repairs and maintenance ($),2019,QL,QLD Western Downs and Central Highlands,56630.0
127799,Rice area sown (ha),2019,QL,QLD Western Downs and Central Highlands,0.0
127800,Sample Contributing,2019,QL,QLD Western Downs and Central Highlands,114.0
127801,Seed ($),2019,QL,QLD Western Downs and Central Highlands,7540.0
127802,Shearing crutching ($),2019,QL,QLD Western Downs and Central Highlands,1220.0
127803,Sheep and lambs shorn (no.),2019,QL,QLD Western Downs and Central Highlands,163.0
127804,Sheep flock at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,168.0
127805,Sheep purchased ($),2019,QL,QLD Western Downs and Central Highlands,3990.0
127806,Sheep purchased (no.),2019,QL,QLD Western Downs and Central Highlands,28.0
127807,Sheep receipts ($),2019,QL,QLD Western Downs and Central Highlands,11040.0
127808,Sheep sold (no.),2019,QL,QLD Western Downs and Central Highlands,94.0
127809,Shire and PPB rates ($),2019,QL,QLD Western Downs and Central Highlands,12970.0
127810,Sorghum area sown (ha),2019,QL,QLD Western Downs and Central Highlands,34.0
127811,Sorghum produced (t),2019,QL,QLD Western Downs and Central Highlands,58.0
127812,Sorghum receipts ($),2019,QL,QLD Western Downs and Central Highlands,22390.0
127813,Steers and other beef cattle at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,274.0
127814,Stores and rations ($),2019,QL,QLD Western Downs and Central Highlands,1780.0
127815,Telephone ($),2019,QL,QLD Western Downs and Central Highlands,3780.0
127816,Total area cropped (ha),2019,QL,QLD Western Downs and Central Highlands,249.0
127817,Total area irrigated (ha),2019,QL,QLD Western Downs and Central Highlands,
127818,Total cash costs ($),2019,QL,QLD Western Downs and Central Highlands,493000.0
127819,Total cash receipts ($),2019,QL,QLD Western Downs and Central Highlands,693710.0
127820,Total closing capital ($),2019,QL,QLD Western Downs and Central Highlands,9754630.0
127821,Total crop gross receipts ($),2019,QL,QLD Western Downs and Central Highlands,105830.0
127822,Total family income ($),2019,QL,QLD Western Downs and Central Highlands,89990.0
127823,Total freight ($),2019,QL,QLD Western Downs and Central Highlands,17580.0
127824,Total labor used (weeks),2019,QL,QLD Western Downs and Central Highlands,111.0
127825,Total non farm income ($),2019,QL,QLD Western Downs and Central Highlands,50040.0
127826,Total off farm wages ($),2019,QL,QLD Western Downs and Central Highlands,21460.0
127827,Total wool sold (kg),2019,QL,QLD Western Downs and Central Highlands,786.0
127828,Value of land and fixed improvements ($),2019,QL,QLD Western Downs and Central Highlands,7862120.0
127829,Vet fees ($),2019,QL,QLD Western Downs and Central Highlands,1740.0
127830,Wages for hired labor ($),2019,QL,QLD Western Downs and Central Highlands,20980.0
127831,Water charges ($),2019,QL,QLD Western Downs and Central Highlands,240.0
127832,Wethers at 30 June (no.),2019,QL,QLD Western Downs and Central Highlands,4.0
127833,Wheat area sown (ha),2019,QL,QLD Western Downs and Central Highlands,107.0
127834,Wheat produced (t),2019,QL,QLD Western Downs and Central Highlands,87.0
127835,Wheat receipts ($),2019,QL,QLD Western Downs and Central Highlands,42920.0
127836,Wheat sold (t),2019,QL,QLD Western Downs and Central Highlands,81.0
127837,Wool cut per head (kg),2019,QL,QLD Western Downs and Central Highlands,4.6
127838,Wool produced (kg),2019,QL,QLD Western Downs and Central Highlands,754.0
127839,Wool receipts ($),2019,QL,QLD Western Downs and Central Highlands,10520.0
131104,AI stud fees and herd testing ($),2020,QL,QLD Cape York and the Gulf,0.0
131105,Accounting services ($),2020,QL,QLD Cape York and the Gulf,4760.0
131106,Advisory services ($),2020,QL,QLD Cape York and the Gulf,0.0
131107,Age of owner manager (yrs),2020,QL,QLD Cape York and the Gulf,64.0
131108,Age of spouse (yrs),2020,QL,QLD Cape York and the Gulf,61.0
131109,Agistment ($),2020,QL,QLD Cape York and the Gulf,21190.0
131110,Area operated at 30 June (ha),2020,QL,QLD Cape York and the Gulf,240469.0
131111,Barley area sown (ha),2020,QL,QLD Cape York and the Gulf,0.0
131112,Barley produced (t),2020,QL,QLD Cape York and the Gulf,0.0
131113,Barley receipts ($),2020,QL,QLD Cape York and the Gulf,0.0
131114,Beef bulls at 30 June (no.),2020,QL,QLD Cape York and the Gulf,215.0
131115,Beef calves at 30 June (no.),2020,QL,QLD Cape York and the Gulf,2029.0
131116,Beef cattle purchased ($),2020,QL,QLD Cape York and the Gulf,182390.0
131117,Beef cattle purchased (no.),2020,QL,QLD Cape York and the Gulf,107.0
131118,Beef cattle receipts ($),2020,QL,QLD Cape York and the Gulf,2041280.0
131119,Beef cattle sold (no.),2020,QL,QLD Cape York and the Gulf,1983.0
131120,Beef cattle transferred off farm (no.),2020,QL,QLD Cape York and the Gulf,1340.0
131121,Beef cattle transferred onto farm (no.),2020,QL,QLD Cape York and the Gulf,100.0
131122,Beef cows at 30 June (no.),2020,QL,QLD Cape York and the Gulf,5554.0
131123,Beef heifers at 30 June (no.),2020,QL,QLD Cape York and the Gulf,1244.0
131124,Beef herd at 30 June (no.),2020,QL,QLD Cape York and the Gulf,10872.0
131125,Branding rate (%),2020,QL,QLD Cape York and the Gulf,64.1
131126,Buildup in trading stocks ($),2020,QL,QLD Cape York and the Gulf,-241270.0
131127,Canola area sown (ha),2020,QL,QLD Cape York and the Gulf,0.0
131128,Canola produced (t),2020,QL,QLD Cape York and the Gulf,0.0
131129,Canola receipts ($),2020,QL,QLD Cape York and the Gulf,0.0
131130,Capital appreciation ($),2020,QL,QLD Cape York and the Gulf,413370.0
131131,Capital at 1 July ($),2020,QL,QLD Cape York and the Gulf,33194420.0
131132,Change in farm debt ($),2020,QL,QLD Cape York and the Gulf,-196120.0
131133,Contracts - cropping ($),2020,QL,QLD Cape York and the Gulf,10510.0
131134,Contracts - livestock ($),2020,QL,QLD Cape York and the Gulf,73720.0
131135,Cotton receipts ($),2020,QL,QLD Cape York and the Gulf,0.0
131136,Crop and pasture chemicals ($),2020,QL,QLD Cape York and the Gulf,930.0
131137,Dairy cattle at June 30 (no.),2020,QL,QLD Cape York and the Gulf,0.0
131138,Depreciation ($),2020,QL,QLD Cape York and the Gulf,177790.0
131139,Electricity ($),2020,QL,QLD Cape York and the Gulf,10900.0
131140,Equity ratio at 30 June (%),2020,QL,QLD Cape York and the Gulf,79.0
131141,Ewes at 30 June (no.),2020,QL,QLD Cape York and the Gulf,0.0
